TotalCharges,Month-to-month,One year,Two year,PhoneService,tenure
167.2,1,0,0,0,5
7657.4,0,0,1,1,72
865.05,0,1,0,1,44
6153.85,0,1,0,1,65
174.2,1,0,0,1,3
1269.6,1,0,0,1,24
3862.55,1,0,0,1,44
6352.4,0,0,1,1,72
1348.5,1,0,0,1,24
50.9,1,0,0,1,1
471.55,1,0,0,1,22
5931.75,0,0,1,1,70
1404.65,1,0,0,1,25
726.1,0,0,1,1,37
1961.6,1,0,0,1,22
4194.85,0,0,1,1,59
4872.45,1,0,0,1,49
5118.95,1,0,0,1,47
658.95,1,0,0,1,31
81.05,1,0,0,1,1
76.95,1,0,0,1,3
5809.75,0,1,0,1,53
20.2,1,0,0,1,1
415.9,0,1,0,1,20
246.5,1,0,0,1,3
996.95,0,1,0,1,51
3145.15,0,1,0,1,51
265.3,0,0,1,1,13
20.9,1,0,0,1,1
21.05,1,0,0,1,1
4576.3,0,1,0,1,63
189.1,1,0,0,1,3
908.15,0,0,1,1,46
49.8,1,0,0,1,1
215.2,1,0,0,0,8
1500.95,0,0,1,1,71
5099.15,1,0,0,1,55
6385.95,0,1,0,1,70
159.45,1,0,0,1,2
6885.75,0,0,1,1,67
5940.85,1,0,0,1,65
668.85,1,0,0,1,14
1916.2,1,0,0,1,20
75.35,1,0,0,1,1
75.45,1,0,0,1,1
4613.95,1,0,0,1,49
7261.25,0,0,1,1,72
2459.8,1,0,0,1,46
2048.8,1,0,0,1,24
163.55,1,0,0,0,5
2888.7,1,0,0,1,33
2421.6,0,1,0,1,42
2292.75,0,1,0,1,23
553.4,1,0,0,1,8
3465.7,0,1,0,1,66
1210.4,1,0,0,1,24
1291.3,1,0,0,1,24
5356.45,0,1,0,1,69
5200.8,0,1,0,1,53
3237.05,0,0,1,0,60
576.65,1,0,0,1,7
433.75,0,1,0,1,20
1868.4,1,0,0,1,23
5728.55,0,0,1,1,72
825.7,1,0,0,1,11
390.4,0,0,1,1,21
93.55,1,0,0,1,1
2845.15,1,0,0,1,31
3894.4,0,0,1,1,57
886.4,0,0,1,1,45
1021.55,1,0,0,1,10
5885.4,1,0,0,1,58
268.4,1,0,0,1,14
2204.35,0,1,0,1,27
1259.0,1,0,0,1,14
309.1,1,0,0,0,12
6398.05,0,0,1,1,69
2257.75,1,0,0,1,25
6287.25,0,1,0,1,58
1662.05,0,0,1,0,35
1350.15,1,0,0,1,16
3600.65,0,1,0,1,45
1329.15,1,0,0,1,17
45.7,1,0,0,1,1
422.5,0,1,0,1,22
69.95,1,0,0,1,1
4627.65,0,0,1,1,67
6717.9,0,0,1,1,67
97.1,1,0,0,0,2
1710.45,1,0,0,1,23
637.4,1,0,0,1,9
117.95,1,0,0,1,5
2460.55,0,0,1,0,54
5464.65,0,0,1,1,57
2165.05,1,0,0,1,24
4941.8,0,1,0,1,49
223.15,1,0,0,1,5
181.1,1,0,0,1,2
341.45,1,0,0,1,4
5731.85,0,0,1,1,70
357.75,1,0,0,1,5
4616.1,1,0,0,1,53
4533.7,1,0,0,1,47
589.25,0,1,0,1,31
750.1,1,0,0,1,13
1410.25,1,0,0,1,28
830.85,1,0,0,1,10
743.5,0,0,1,1,38
45.3,1,0,0,1,1
7040.85,0,1,0,1,67
3865.45,0,1,0,1,52
6825.65,0,0,1,1,62
1340.1,1,0,0,1,16
371.65,1,0,0,1,5
1184.0,0,1,0,1,12
8477.7,0,0,1,1,72
7382.85,0,1,0,1,71
456.85,0,1,0,1,24
331.6,0,0,1,1,15
6056.15,0,1,0,1,67
134.6,1,0,0,1,2
125.5,1,0,0,0,5
1390.6,1,0,0,1,15
20.2,1,0,0,1,1
2511.3,0,1,0,1,41
2737.05,1,0,0,1,43
74.3,1,0,0,1,1
70.6,1,0,0,1,1
2361.8,1,0,0,1,26
1730.35,1,0,0,1,22
6404.0,0,0,1,1,71
165.35,0,0,1,1,7
1867.6,1,0,0,1,28
1043.3,1,0,0,1,16
128.6,0,1,0,1,7
7455.45,0,0,1,1,69
24.7,1,0,0,0,1
206.15,1,0,0,1,3
2030.3,1,0,0,1,21
5869.4,1,0,0,1,69
3377.8,0,0,1,0,71
1346.2,0,0,1,1,69
4946.05,1,0,0,1,48
4065.0,1,0,0,1,47
106.55,1,0,0,1,2
4964.7,1,0,0,1,45
4085.75,1,0,0,1,51
1742.75,1,0,0,1,22
6224.8,0,0,1,1,72
3415.25,1,0,0,1,37
6325.25,0,0,1,1,71
340.25,1,0,0,1,7
1683.6,0,0,1,1,66
3966.3,0,1,0,1,51
608.5,0,1,0,1,30
2896.6,1,0,0,1,34
1514.85,0,0,1,1,64
6792.45,0,1,0,1,65
4669.2,1,0,0,1,47
95.6,1,0,0,1,1
2934.3,1,0,0,1,49
6302.8,0,0,1,1,67
779.2,0,1,0,1,39
283.75,1,0,0,1,14
4600.7,1,0,0,1,43
5594.0,1,0,0,1,56
772.85,0,1,0,1,14
71.35,1,0,0,1,1
857.8,0,1,0,1,16
7554.05,1,0,0,1,70
5981.65,0,0,1,1,72
1702.9,1,0,0,1,23
467.15,1,0,0,1,21
20.15,1,0,0,1,1
69.75,1,0,0,1,1
2931.0,1,0,0,1,32
1400.85,1,0,0,1,17
137.85,1,0,0,0,4
1941.5,0,1,0,1,36
1932.75,0,0,1,0,50
1423.05,1,0,0,0,48
970.85,0,0,1,1,50
5810.9,0,0,1,1,72
223.9,1,0,0,1,10
391.7,1,0,0,1,18
79.95,1,0,0,1,1
19.3,1,0,0,1,1
811.65,1,0,0,1,9
174.75,1,0,0,1,2
3126.85,1,0,0,1,40
6841.45,0,1,0,1,69
3754.6,0,1,0,1,37
1406.65,1,0,0,1,18
834.7,1,0,0,1,11
627.4,1,0,0,1,8
242.0,1,0,0,1,3
3157.0,0,1,0,1,55
3092.0,1,0,0,1,33
2168.9,1,0,0,1,46
980.35,0,0,1,1,34
65.95,1,0,0,1,3
711.9,0,0,1,1,30
1952.8,0,1,0,1,33
4368.85,0,1,0,1,45
2647.1,1,0,0,1,40
8477.6,0,0,1,1,71
54.35,1,0,0,1,1
4528.0,0,0,1,0,72
1790.65,1,0,0,1,22
845.6,0,1,0,1,46
1210.3,0,0,1,1,55
20.45,1,0,0,1,1
854.45,0,1,0,1,12
2429.1,1,0,0,1,31
100.4,1,0,0,0,5
5229.45,0,0,1,1,67
44.45,1,0,0,1,1
1716.45,0,1,0,0,40
3023.55,1,0,0,1,41
75.3,1,0,0,1,1
4837.6,0,1,0,1,51
2032.3,0,0,1,0,42
436.9,0,1,0,1,23
70.55,1,0,0,1,1
20.15,1,0,0,1,1
5893.95,1,0,0,1,56
1430.05,1,0,0,1,15
313.0,0,0,1,1,12
3871.85,0,0,1,1,54
458.1,1,0,0,1,7
2745.7,1,0,0,1,33
341.35,1,0,0,1,16
1336.8,0,1,0,1,21
2181.75,0,0,1,1,30
147.75,1,0,0,1,3
818.45,1,0,0,1,11
7133.45,0,1,0,1,62
348.8,1,0,0,1,18
128.6,1,0,0,1,6
4674.4,0,1,0,1,46
1737.45,1,0,0,1,21
1498.85,0,0,1,1,68
50.1,1,0,0,1,1
1797.75,1,0,0,1,25
498.1,0,0,1,1,24
2624.25,1,0,0,1,30
184.1,1,0,0,1,2
5498.8,0,1,0,1,51
4845.4,0,0,1,1,57
369.1,0,0,1,1,15
6096.9,0,0,1,1,72
160.75,1,0,0,1,2
2684.35,1,0,0,1,28
3004.15,1,0,0,1,29
6994.8,0,0,1,1,70
273.25,0,1,0,1,13
5483.9,0,1,0,1,59
1233.65,1,0,0,1,13
527.9,1,0,0,1,7
4985.9,0,0,1,1,62
1258.35,0,1,0,1,21
111.4,1,0,0,1,2
43.95,1,0,0,1,1
308.1,1,0,0,1,4
383.65,0,1,0,1,19
2555.9,1,0,0,1,30
1284.2,0,0,1,1,67
7550.3,0,0,1,1,72
1110.05,0,0,1,1,53
99.6,0,1,0,1,5
6707.15,0,0,1,1,71
4164.4,0,1,0,1,50
5873.75,0,0,1,1,56
109.25,1,0,0,1,2
179.25,1,0,0,1,2
1338.15,1,0,0,1,24
862.4,0,0,1,1,46
8564.75,0,0,1,1,71
926.2,1,0,0,0,29
1718.2,0,0,1,1,69
5956.85,0,0,1,1,71
91.3,1,0,0,1,1
4824.45,0,0,1,1,56
1238.65,0,1,0,1,56
79.5,1,0,0,1,1
672.2,0,1,0,1,28
382.2,1,0,0,1,19
4264.6,1,0,0,1,66
1070.7,0,1,0,1,17
1345.85,0,0,1,1,52
1045.25,0,1,0,1,19
3003.55,0,1,0,1,36
467.55,1,0,0,1,7
7537.5,0,1,0,1,72
7482.1,0,1,0,1,67
3343.15,0,1,0,1,34
5427.05,1,0,0,1,57
587.1,1,0,0,1,7
100.8,1,0,0,1,1
161.15,1,0,0,1,8
7028.5,0,0,1,1,69
5232.9,0,1,0,1,50
225.85,0,1,0,1,10
274.7,0,0,1,1,12
1180.95,1,0,0,1,14
3370.2,0,0,1,0,70
7111.3,1,0,0,1,64
5958.85,0,0,1,1,66
5999.85,0,0,1,1,71
1648.45,1,0,0,1,20
5753.25,0,0,1,1,72
4492.9,0,0,1,1,71
3956.7,1,0,0,1,38
2625.55,1,0,0,1,28
1233.4,1,0,0,1,17
1309.0,0,1,0,0,33
813.45,0,0,1,0,23
1108.8,0,1,0,1,58
7349.35,0,0,1,1,70
294.2,1,0,0,1,4
929.2,0,0,1,1,45
740.0,1,0,0,1,10
754.5,0,0,1,1,36
3883.3,1,0,0,1,54
1414.2,0,0,1,1,23
3211.2,0,1,0,1,41
371.6,1,0,0,1,5
1246.4,0,1,0,0,27
95.85,1,0,0,1,1
2545.7,0,0,1,0,67
6448.85,0,0,1,1,72
1468.9,0,0,1,1,56
1013.6,0,1,0,1,44
6690.75,1,0,0,1,66
2088.75,0,1,0,1,34
7240.65,0,0,1,1,69
102.45,1,0,0,1,1
830.25,0,0,1,1,40
1588.7,1,0,0,1,30
829.3,1,0,0,1,11
302.45,0,1,0,1,15
712.25,1,0,0,1,11
1336.65,0,1,0,1,64
5360.75,0,0,1,1,72
6735.05,0,0,1,1,72
51.2,1,0,0,1,1
1010.0,0,1,0,1,15
4847.05,0,1,0,1,60
3019.7,0,1,0,1,56
161.65,0,0,1,1,8
217.55,1,0,0,1,3
2583.75,1,0,0,1,49
146.05,1,0,0,1,2
567.45,1,0,0,1,6
7711.25,0,0,1,1,70
1384.75,1,0,0,1,12
5481.25,0,1,0,1,52
8124.2,0,0,1,1,72
827.3,0,0,1,1,40
70.9,1,0,0,1,1
220.95,1,0,0,1,3
3673.6,1,0,0,1,40
49.85,1,0,0,1,1
576.65,0,1,0,1,30
2331.3,1,0,0,1,23
74.5,1,0,0,1,1
4495.65,1,0,0,1,44
6941.2,1,0,0,1,65
340.35,1,0,0,1,7
1789.9,0,0,1,1,72
908.55,1,0,0,1,8
1043.35,1,0,0,1,16
6822.15,1,0,0,1,66
71.55,1,0,0,1,1
157.55,1,0,0,1,3
5029.2,1,0,0,1,53
581.7,1,0,0,1,8
7318.2,0,0,1,1,69
420.45,1,0,0,1,5
7576.7,0,0,1,1,72
633.4,1,0,0,0,13
321.65,1,0,0,1,4
4965.0,0,0,1,1,54
6151.9,0,0,1,1,72
1253.9,1,0,0,1,12
25.15,1,0,0,0,1
45.2,1,0,0,1,1
5893.15,0,1,0,1,54
5420.65,0,0,1,1,69
2627.35,0,0,1,1,48
5037.55,0,1,0,1,48
743.75,1,0,0,1,8
6589.6,0,0,1,1,71
92.45,1,0,0,1,2
6733.15,0,1,0,1,67
3410.0,1,0,0,1,34
199.85,1,0,0,1,3
593.3,0,1,0,1,9
7288.4,0,1,0,1,71
5229.8,0,0,1,1,57
4464.8,0,0,1,0,72
5068.05,1,0,0,1,48
401.85,0,1,0,1,18
4451.85,0,1,0,1,43
6688.95,0,0,1,1,72
2661.1,0,1,0,1,35
73.05,1,0,0,1,4
1211.65,0,0,1,1,49
7030.65,0,0,1,1,71
1020.2,1,0,0,1,11
5597.65,0,0,1,1,63
6223.3,1,0,0,1,65
1024.65,0,0,1,1,49
2933.2,1,0,0,1,29
1258.3,1,0,0,1,15
82.9,1,0,0,1,4
7789.6,0,1,0,1,72
2067.0,1,0,0,1,26
3452.55,1,0,0,1,35
5468.95,0,1,0,1,57
1802.15,1,0,0,1,28
733.55,0,1,0,1,25
3021.45,0,1,0,1,47
3687.85,1,0,0,1,57
1391.15,1,0,0,1,16
274.35,1,0,0,1,5
1214.05,1,0,0,1,17
5510.65,0,1,0,1,56
1322.85,0,0,1,1,72
1973.75,1,0,0,1,21
2196.3,0,1,0,0,48
7843.55,0,0,1,1,68
3211.9,1,0,0,1,30
130.15,1,0,0,1,3
692.35,0,0,1,0,14
85.5,1,0,0,1,4
6849.4,0,0,1,1,71
203.95,0,1,0,1,8
2117.2,1,0,0,0,61
6565.85,0,0,1,1,72
424.75,1,0,0,1,5
3306.85,0,0,1,1,49
168.9,1,0,0,1,8
253.8,1,0,0,1,3
197.4,0,0,1,1,9
3838.2,0,0,1,1,67
2065.15,1,0,0,1,46
5064.45,0,1,0,1,67
1140.05,0,1,0,1,55
2447.45,1,0,0,1,33
1263.9,0,0,1,1,62
45.95,1,0,0,1,1
1838.15,1,0,0,0,49
44.75,1,0,0,1,1
1185.0,1,0,0,1,14
1743.9,1,0,0,1,18
70.15,1,0,0,1,1
85.55,1,0,0,1,1
8529.5,0,0,1,1,72
6549.45,0,0,1,1,64
7806.5,0,0,1,1,69
25.7,1,0,0,1,1
6287.3,0,0,1,1,71
3251.85,0,1,0,1,66
50.6,1,0,0,1,2
7904.25,0,0,1,1,71
729.95,0,1,0,1,11
2654.05,1,0,0,1,47
2416.55,1,0,0,1,35
3520.75,1,0,0,1,32
5969.95,1,0,0,1,60
226.8,0,1,0,1,11
1082.75,0,1,0,0,29
565.75,1,0,0,0,21
4370.75,1,0,0,1,48
90.05,1,0,0,0,3
2169.4,1,0,0,1,43
550.6,1,0,0,1,5
55.45,1,0,0,1,1
6300.85,0,1,0,1,71
160.05,0,1,0,1,8
436.6,1,0,0,1,8
1781.35,1,0,0,1,20
3467.0,0,1,0,1,33
5552.5,0,1,0,1,71
2835.5,0,1,0,1,31
3591.25,0,1,0,1,38
88.35,1,0,0,1,1
63.75,1,0,0,0,2
617.15,1,0,0,0,12
870.25,1,0,0,1,9
601.25,1,0,0,1,11
111.65,1,0,0,1,6
6046.1,0,1,0,1,71
3923.8,0,1,0,1,42
777.3,1,0,0,1,8
512.45,1,0,0,1,5
141.45,1,0,0,1,2
892.15,0,0,1,1,45
1682.05,0,1,0,0,28
3398.9,1,0,0,1,43
4984.85,0,0,1,1,60
1445.3,0,1,0,0,42
305.55,0,0,1,0,7
507.9,0,1,0,1,25
3640.45,1,0,0,1,40
2673.45,0,1,0,1,27
389.8,1,0,0,0,10
2401.05,1,0,0,1,27
651.55,0,1,0,1,11
156.1,1,0,0,0,4
2796.35,1,0,0,0,68
70.05,1,0,0,1,1
407.05,0,1,0,1,18
6465.0,0,0,1,1,57
511.25,1,0,0,1,26
646.05,1,0,0,0,17
35.9,1,0,0,0,1
3777.15,1,0,0,1,38
4903.15,0,1,0,1,59
1653.85,0,0,1,1,30
47.5,1,0,0,0,2
1306.3,0,1,0,1,50
463.6,0,1,0,0,9
60.65,1,0,0,1,3
824.85,1,0,0,1,14
2094.65,1,0,0,1,31
438.9,1,0,0,1,7
847.3,1,0,0,1,8
329.75,0,1,0,1,17
674.55,1,0,0,1,32
162.55,1,0,0,1,2
546.95,1,0,0,1,7
7887.25,0,0,1,1,72
3186.65,1,0,0,1,31
1972.35,1,0,0,1,27
1527.35,1,0,0,1,18
490.55,1,0,0,1,7
1531.4,1,0,0,1,14
683.25,1,0,0,1,11
8058.85,0,0,1,1,72
2847.4,0,1,0,1,28
1133.9,1,0,0,1,15
294.45,1,0,0,1,4
1719.15,0,0,1,1,71
461.7,1,0,0,1,5
1160.45,0,0,1,1,47
5199.8,0,1,0,1,57
5163.3,0,0,1,1,50
162.3,1,0,0,1,8
883.35,0,0,1,1,48
1341.5,0,1,0,1,70
70.45,1,0,0,1,1
659.45,1,0,0,1,8
77.15,1,0,0,1,1
35.25,1,0,0,0,1
1205.05,0,0,1,1,60
4917.9,0,1,0,1,49
201.0,1,0,0,0,4
599.3,0,1,0,1,29
1733.15,0,0,1,1,67
5149.5,1,0,0,1,53
4677.1,0,0,1,1,67
119.3,1,0,0,1,6
4849.1,1,0,0,1,47
5424.25,0,0,1,1,53
5878.9,0,0,1,1,69
244.85,1,0,0,1,3
220.75,1,0,0,1,4
4261.2,0,0,1,1,56
5574.75,1,0,0,1,59
1501.75,0,0,1,1,61
89.75,1,0,0,1,2
4541.2,1,0,0,1,46
255.5,1,0,0,1,12
1072.0,1,0,0,1,14
2509.25,0,1,0,1,28
1440.75,1,0,0,1,24
1715.65,1,0,0,1,31
5333.35,0,1,0,1,68
3895.35,0,0,1,1,39
869.9,1,0,0,1,42
706.85,1,0,0,0,13
512.25,1,0,0,1,6
2636.05,1,0,0,1,35
814.75,0,1,0,1,38
388.6,0,0,1,1,18
93.45,1,0,0,1,4
1389.85,1,0,0,1,27
2894.55,0,1,0,1,41
4025.6,0,1,0,1,50
1354.4,0,0,1,1,72
1856.4,0,1,0,1,70
926.0,0,1,0,1,44
189.2,1,0,0,1,2
682.1,0,1,0,1,34
1778.7,0,0,1,1,72
1816.2,0,0,1,1,71
7069.25,0,0,1,1,64
1841.2,0,0,1,1,72
74.25,1,0,0,1,1
2656.7,0,1,0,1,29
1689.45,0,1,0,1,23
1054.75,0,0,1,1,52
2187.55,1,0,0,1,25
7334.05,0,0,1,1,64
1581.2,1,0,0,1,16
69.5,1,0,0,1,1
2404.85,1,0,0,1,24
171.45,1,0,0,1,2
2839.45,0,0,1,1,34
3132.75,1,0,0,1,36
3942.45,0,1,0,1,53
873.4,0,0,1,1,47
1529.65,0,0,1,1,72
6991.6,0,0,1,1,72
19.4,1,0,0,1,1
803.3,1,0,0,1,9
679.3,1,0,0,1,8
2791.5,0,1,0,1,45
715.0,1,0,0,1,7
1681.6,0,0,1,1,71
4016.2,0,1,0,1,41
3281.65,0,0,1,0,67
7317.1,0,1,0,1,69
6474.45,0,0,1,1,70
676.35,0,1,0,1,25
8164.1,0,0,1,1,72
1325.85,0,0,1,0,34
1654.85,0,0,1,1,65
7795.95,0,0,1,1,70
3952.45,0,0,1,0,72
2495.15,0,1,0,1,35
1230.25,1,0,0,1,13
876.75,0,1,0,1,12
4263.45,0,1,0,1,62
1992.95,1,0,0,1,25
1982.1,0,0,1,0,52
562.7,1,0,0,1,8
33.7,1,0,0,1,2
1090.1,0,0,1,1,56
227.45,1,0,0,1,12
1250.85,0,1,0,1,47
37.2,1,0,0,1,2
892.7,1,0,0,1,18
487.75,1,0,0,1,8
3713.95,1,0,0,1,45
141.7,1,0,0,1,3
678.2,0,1,0,1,38
8425.3,0,0,1,1,72
4154.8,1,0,0,1,46
7061.65,0,0,1,1,71
3364.55,0,0,1,0,66
2655.25,1,0,0,1,25
1425.45,0,1,0,1,18
332.5,0,0,1,1,13
5963.95,0,0,1,1,65
5742.9,1,0,0,1,60
278.85,0,0,1,1,15
1871.85,0,0,1,1,72
2866.45,1,0,0,1,30
4303.65,0,0,1,1,42
1753.0,0,0,1,1,71
54.75,1,0,0,1,1
3759.05,1,0,0,1,39
617.65,1,0,0,1,35
5935.1,1,0,0,1,53
94.6,1,0,0,1,1
2911.3,1,0,0,1,31
982.95,0,0,1,1,48
2974.5,1,0,0,1,30
198.7,1,0,0,1,10
1275.65,1,0,0,1,12
4003.0,0,0,1,1,57
3791.6,1,0,0,1,58
813.3,0,0,1,1,37
780.25,1,0,0,1,44
552.9,0,1,0,1,27
408.25,1,0,0,1,8
231.8,1,0,0,1,3
2191.15,1,0,0,1,25
5611.7,1,0,0,1,57
246.25,1,0,0,1,12
1296.15,0,0,1,1,62
7082.85,0,0,1,1,65
5662.25,0,0,1,1,71
1215.45,0,1,0,1,21
7854.15,0,1,0,1,71
525.0,1,0,0,1,7
5265.2,0,0,1,1,72
70.1,1,0,0,1,1
7129.45,0,0,1,1,72
7266.95,0,1,0,1,64
8496.7,0,0,1,1,72
2878.75,1,0,0,1,29
261.3,0,0,1,1,13
3205.6,1,0,0,1,31
69.75,1,0,0,1,1
279.25,1,0,0,0,7
6281.45,1,0,0,1,61
1131.3,1,0,0,0,39
738.2,1,0,0,1,10
1137.05,1,0,0,1,14
80.2,1,0,0,1,1
6341.45,0,1,0,1,67
6697.2,0,0,1,1,72
260.8,1,0,0,1,6
19.6,1,0,0,1,1
505.45,0,1,0,1,25
3655.45,1,0,0,1,33
1299.8,1,0,0,1,18
5564.85,0,0,1,1,71
1381.8,0,1,0,1,28
188.1,1,0,0,1,2
1077.05,1,0,0,1,17
4922.4,1,0,0,1,56
2911.5,0,1,0,0,60
826.1,0,0,1,1,33
83.4,1,0,0,1,1
140.7,1,0,0,1,2
5377.8,0,0,1,1,63
665.45,1,0,0,1,7
3617.1,0,0,1,1,55
6643.5,0,1,0,1,65
84.8,1,0,0,1,1
1559.3,0,0,1,1,63
7987.6,0,0,1,1,70
1547.35,0,0,1,0,36
5426.85,0,1,0,1,52
1127.35,1,0,0,1,22
2142.8,1,0,0,1,22
287.85,1,0,0,1,5
4045.65,1,0,0,1,47
2757.85,1,0,0,1,33
600.0,1,0,0,0,18
19.8,1,0,0,1,1
4534.45,0,0,1,1,56
40.9,1,0,0,1,2
2094.9,1,0,0,1,35
1584.8,0,0,1,1,64
1302.65,1,0,0,1,15
2238.5,1,0,0,1,24
55.55,1,0,0,1,1
5437.75,0,0,1,1,70
90.75,1,0,0,1,1
365.65,1,0,0,1,4
2209.15,0,1,0,1,39
1912.15,1,0,0,1,29
255.55,0,0,1,1,14
5175.3,0,0,1,1,61
670.65,1,0,0,1,13
3177.25,0,0,1,0,66
90.35,1,0,0,0,2
6557.75,0,1,0,1,59
5791.85,0,1,0,1,62
3055.5,0,1,0,1,33
5196.1,0,0,1,1,66
8405.0,0,0,1,1,72
19.75,1,0,0,1,1
1789.25,1,0,0,1,19
5000.05,0,1,0,1,51
6713.2,1,0,0,1,63
562.6,0,1,0,1,27
2317.1,1,0,0,1,22
91.45,1,0,0,1,4
828.85,0,0,1,1,42
617.35,0,1,0,1,29
266.9,1,0,0,1,4
625.05,0,1,0,1,30
301.4,1,0,0,1,4
6029.9,0,0,1,1,71
1842.7,0,0,1,0,46
206.6,1,0,0,1,4
604.7,1,0,0,1,7
7386.05,0,1,0,1,69
7334.05,0,0,1,1,72
1471.75,1,0,0,1,19
2626.15,1,0,0,1,28
412.1,1,0,0,1,5
8277.05,0,0,1,1,72
583.45,1,0,0,1,8
369.25,0,1,0,1,7
1049.05,1,0,0,1,22
1414.8,0,0,1,1,72
169.75,1,0,0,1,8
4354.45,0,1,0,1,52
2719.2,0,0,1,0,68
6365.35,0,0,1,1,71
51.6,1,0,0,1,2
3190.25,1,0,0,1,34
812.5,1,0,0,0,35
1143.8,0,1,0,1,61
44.0,1,0,0,1,1
50.1,1,0,0,1,1
3297.0,0,1,0,1,53
1887.0,0,0,1,1,72
151.8,1,0,0,1,2
293.65,1,0,0,1,3
1308.1,1,0,0,1,13
2215.4,1,0,0,0,41
482.8,0,1,0,1,24
2598.95,0,1,0,1,28
216.45,1,0,0,0,8
20.45,1,0,0,1,1
5064.85,0,0,1,1,54
996.45,1,0,0,1,41
839.65,1,0,0,1,19
6733.0,0,0,1,1,72
2618.3,0,0,1,0,62
4084.35,0,0,1,1,56
765.5,1,0,0,1,15
793.55,1,0,0,1,10
613.95,0,0,1,1,32
402.85,1,0,0,1,21
1244.8,0,1,0,1,62
46.4,1,0,0,0,2
581.85,0,0,1,1,27
462.8,1,0,0,1,5
1540.2,0,1,0,0,25
169.8,1,0,0,1,2
5168.1,0,1,0,1,49
6780.1,1,0,0,1,63
94.5,1,0,0,1,4
55.3,1,0,0,1,1
208.0,1,0,0,1,11
3829.75,1,0,0,1,52
5294.6,1,0,0,1,60
6889.8,0,1,0,1,64
3254.35,0,0,1,1,43
6383.9,0,1,0,1,61
44.4,1,0,0,1,1
477.7,1,0,0,1,5
4447.55,0,0,1,1,66
7321.05,0,0,1,1,67
4135.0,0,0,1,1,42
86.05,1,0,0,1,1
697.7,0,0,1,1,31
168.65,1,0,0,1,7
174.3,1,0,0,0,4
2753.8,0,1,0,1,34
69.25,0,1,0,1,3
434.8,1,0,0,0,19
1077.5,1,0,0,0,31
95.65,1,0,0,1,1
107.25,1,0,0,0,3
851.2,1,0,0,1,46
20.95,1,0,0,1,1
5848.6,0,1,0,1,69
109.8,1,0,0,1,5
19.65,1,0,0,1,1
595.5,0,1,0,1,26
329.8,1,0,0,0,10
2513.5,0,0,1,1,25
5135.35,1,0,0,1,64
2000.2,1,0,0,1,30
931.75,1,0,0,1,13
7396.15,0,1,0,1,64
3958.85,1,0,0,1,46
260.9,0,1,0,1,12
297.3,1,0,0,1,15
1515.1,1,0,0,1,17
816.8,1,0,0,1,13
4868.4,0,0,1,1,67
688.0,1,0,0,0,24
288.35,1,0,0,1,6
3229.65,0,1,0,1,53
1178.25,1,0,0,1,16
185.4,1,0,0,1,10
966.25,0,1,0,1,13
758.6,1,0,0,1,9
1863.8,0,1,0,1,25
265.8,1,0,0,0,7
3297.0,0,0,1,1,38
4107.3,1,0,0,1,43
396.3,1,0,0,1,4
2809.05,0,0,1,1,25
1567.55,0,1,0,1,27
1851.45,0,0,1,1,72
6028.95,0,1,0,1,71
2072.75,1,0,0,1,24
5551.15,0,0,1,1,50
4317.35,0,0,1,1,57
736.8,1,0,0,1,15
336.15,1,0,0,1,4
1522.65,1,0,0,1,28
622.9,1,0,0,1,9
4959.6,1,0,0,1,55
329.95,1,0,0,1,3
1048.85,1,0,0,1,10
1001.5,0,1,0,1,55
442.6,1,0,0,1,20
6703.5,0,1,0,1,62
3351.55,1,0,0,1,32
779.25,0,0,1,1,43
259.8,0,1,0,0,9
3483.45,0,0,1,1,60
4890.5,0,0,1,1,58
136.75,0,1,0,1,7
184.15,1,0,0,1,2
1315.0,1,0,0,0,37
6767.1,0,1,0,1,65
757.95,0,0,1,1,39
6890.0,0,1,0,1,66
1657.4,0,0,1,1,68
3008.55,0,0,1,0,62
262.05,1,0,0,1,3
8165.1,0,0,1,1,72
875.55,0,0,1,1,41
2649.15,1,0,0,1,29
220.65,1,0,0,1,4
1301.9,0,1,0,1,53
74.4,1,0,0,1,1
3326.2,1,0,0,1,41
790.0,0,0,1,1,39
1237.65,0,0,1,1,63
378.6,1,0,0,1,15
592.65,0,1,0,1,13
50.15,1,0,0,1,1
20.45,0,0,1,1,1
560.85,1,0,0,1,8
3638.25,0,0,1,1,60
1060.2,1,0,0,1,12
2921.75,0,1,0,1,40
4017.45,0,0,1,1,66
854.9,0,1,0,1,42
4174.35,0,1,0,1,66
4920.55,1,0,0,1,49
20.5,1,0,0,1,1
810.3,0,0,1,1,41
772.4,0,0,1,1,41
1936.85,1,0,0,1,23
79.8,1,0,0,0,3
202.25,1,0,0,0,4
1070.5,0,0,1,1,52
347.65,1,0,0,1,4
999.9,1,0,0,1,11
113.1,1,0,0,1,2
2015.8,1,0,0,1,26
1454.25,0,1,0,1,24
246.7,1,0,0,1,12
6017.9,1,0,0,1,60
5817.45,0,0,1,1,64
5595.3,0,0,1,1,66
4765.0,0,1,0,1,60
1201.65,0,1,0,1,17
867.3,0,0,1,1,42
50.15,1,0,0,1,1
3007.25,0,0,1,1,47
252.75,1,0,0,1,10
6306.5,0,0,1,1,70
6841.05,1,0,0,1,67
81.95,1,0,0,1,1
451.1,1,0,0,1,7
44.6,1,0,0,1,1
226.2,1,0,0,1,4
7082.5,0,0,1,1,66
1017.35,1,0,0,1,12
527.35,0,1,0,1,24
